,NAICS.id,YEAR.id,ESTAB,CERT,DOCKET,ACTIVE,CHANGEC1,CHANGEC2,CHANGEC3,CHANGEC4,CHANGEC5,CHARTER,CLCODE,CMSA_NO,DENOVO,FDICDBS,FED,FED_RSSD,FEDCHRTR,IBA,INACTIVE,INSTCRCD,INSBIF,INSCOML,INSDIF,INSFDIC,INSSAIF,INSSAVE,MSA_NO,NEWCERT,OAKAR,OTSDIST,QBPRCOML,STCHRTR,SASSER,STCNTY,STNUM,SUPRV_FD,OCCDIST,UNINUM,ULTCERT,CFPBFLAG,REGAGENT2,CERTCONS,PARCERT,FORM31,HCTMULT,INSTAG,MUTUAL,RSSDHCR,STMULT,SUBCHAPS,TRUST,SPECGRP,TRACT,CSA_NO,CSA_FLG,CBSA_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_MICRO_FLG,CBSA_DIV_NO,CBSA_DIV_FLG,CB
1488,0,2016,808,58424,0,1,0,0,0,0,0,0,21,70,0,2,2,3633173,0,0,0,0,0,1,1,1,0,0,5600,0,0,1,1,1,0,36081,36,2,1,451431,58424,0,0,0,0,0,0,0,0,0,1,0,0,4,0,408,1,35620,35620,1,0,35614,1,1
1489,0,2016,808,58424,0,1,0,0,0,0,0,0,21,70,0,2,2,3633173,0,0,0,0,0,1,1,1,0,0,5600,0,0,1,1,1,0,36081,36,2,1,451431,58424,0,0,0,0,0,0,0,0,0,1,0,0,4,0,408,1,35620,35620,1,0,35614,1,1
1490,0,2016,808,58424,0,1,0,0,0,0,0,0,21,70,0,2,2,3633173,0,0,0,0,0,1,1,1,0,0,5600,0,0,1,1,1,0,36081,36,2,1,451431,58424,0,0,0,0,0,0,0,0,0,1,0,0,4,0,408,1,35620,35620,1,0,35614,1,1
1491,0,2016,1197,29805,4115,0,221,0,0,0,0,704115,37,70,0,2,2,482772,1,0,1,0,0,0,1,1,0,1,5600,30337,0,1,1,0,0,36081,36,2,1,42639,30337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1492,0,2016,1197,29271,3196,0,223,0,0,0,0,0,35,70,0,2,2,856672,0,0,1,0,0,0,0,1,1,1,5600,16018,0,1,1,1,0,36081,36,2,1,42105,29950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1493,0,2016,1197,32698,11052,0,223,0,0,0,0,21686,3,70,0,2,2,1416327,1,0,1,0,0,1,1,1,0,0,5600,28892,0,1,1,0,0,36081,36,2,1,45532,28892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1494,0,2016,1197,29805,4115,0,221,0,0,0,0,704115,37,70,0,2,2,482772,1,0,1,0,0,0,1,1,0,1,5600,30337,0,1,1,0,0,36081,36,2,1,42639,30337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1495,0,2016,1197,29271,3196,0,223,0,0,0,0,0,35,70,0,2,2,856672,0,0,1,0,0,0,0,1,1,1,5600,16018,0,1,1,1,0,36081,36,2,1,42105,29950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1496,0,2016,1197,32698,11052,0,223,0,0,0,0,21686,3,70,0,2,2,1416327,1,0,1,0,0,1,1,1,0,0,5600,28892,0,1,1,0,0,36081,36,2,1,45532,28892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1497,0,2016,1197,29805,4115,0,221,0,0,0,0,704115,37,70,0,2,2,482772,1,0,1,0,0,0,1,1,0,1,5600,30337,0,1,1,0,0,36081,36,2,1,42639,30337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1498,0,2016,1197,29271,3196,0,223,0,0,0,0,0,35,70,0,2,2,856672,0,0,1,0,0,0,0,1,1,1,5600,16018,0,1,1,1,0,36081,36,2,1,42105,29950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1499,0,2016,1197,32698,11052,0,223,0,0,0,0,21686,3,70,0,2,2,1416327,1,0,1,0,0,1,1,1,0,0,5600,28892,0,1,1,0,0,36081,36,2,1,45532,28892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1500,0,2016,1197,29805,4115,0,221,0,0,0,0,704115,37,70,0,2,2,482772,1,0,1,0,0,0,1,1,0,1,5600,30337,0,1,1,0,0,36081,36,2,1,42639,30337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1501,0,2016,1197,29271,3196,0,223,0,0,0,0,0,35,70,0,2,2,856672,0,0,1,0,0,0,0,1,1,1,5600,16018,0,1,1,1,0,36081,36,2,1,42105,29950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1502,0,2016,1197,32698,11052,0,223,0,0,0,0,21686,3,70,0,2,2,1416327,1,0,1,0,0,1,1,1,0,0,5600,28892,0,1,1,0,0,36081,36,2,1,45532,28892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1503,0,2016,1197,29805,4115,0,221,0,0,0,0,704115,37,70,0,2,2,482772,1,0,1,0,0,0,1,1,0,1,5600,30337,0,1,1,0,0,36081,36,2,1,42639,30337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
